data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2023,10,Region 5,Xylazine,12 month-ending,10/31/2023,"1,035",
01/05/2025,2023,11,Region 5,Xylazine,12 month-ending,11/30/2023,"1,077",
01/05/2025,2023,12,Region 5,Xylazine,12 month-ending,12/31/2023,"1,103",
01/05/2025,2024,1,Region 5,Xylazine,12 month-ending,01/31/2024,"1,141",
01/05/2025,2024,2,Region 5,Xylazine,12 month-ending,02/29/2024,"1,141",
01/05/2025,2024,3,Region 5,Xylazine,12 month-ending,03/31/2024,"1,142",
01/05/2025,2024,4,Region 5,Xylazine,12 month-ending,04/30/2024,"1,119",
01/05/2025,2024,5,Region 5,Xylazine,12 month-ending,05/31/2024,"1,118",
01/05/2025,2024,6,Region 5,Xylazine,12 month-ending,06/30/2024,"1,102",
01/05/2025,2019,1,Region 6,Xylazine,12 month-ending,01/31/2019,23,
01/05/2025,2019,2,Region 6,Xylazine,12 month-ending,02/28/2019,20,
01/05/2025,2019,3,Region 6,Xylazine,12 month-ending,03/31/2019,21,
01/05/2025,2019,4,Region 6,Xylazine,12 month-ending,04/30/2019,19,
01/05/2025,2019,5,Region 6,Xylazine,12 month-ending,05/31/2019,21,
01/05/2025,2019,6,Region 6,Xylazine,12 month-ending,06/30/2019,18,
01/05/2025,2019,7,Region 6,Xylazine,12 month-ending,07/31/2019,19,
01/05/2025,2019,8,Region 6,Xylazine,12 month-ending,08/31/2019,19,
01/05/2025,2019,9,Region 6,Xylazine,12 month-ending,09/30/2019,20,
01/05/2025,2019,10,Region 6,Xylazine,12 month-ending,10/31/2019,18,
01/05/2025,2019,11,Region 6,Xylazine,12 month-ending,11/30/2019,18,
01/05/2025,2019,12,Region 6,Xylazine,12 month-ending,12/31/2019,20,
01/05/2025,2020,1,Region 6,Xylazine,12 month-ending,01/31/2020,24,
01/05/2025,2020,2,Region 6,Xylazine,12 month-ending,02/29/2020,30,
01/05/2025,2020,3,Region 6,Xylazine,12 month-ending,03/31/2020,28,
01/05/2025,2020,4,Region 6,Xylazine,12 month-ending,04/30/2020,33,
01/05/2025,2020,5,Region 6,Xylazine,12 month-ending,05/31/2020,34,
01/05/2025,2020,6,Region 6,Xylazine,12 month-ending,06/30/2020,39,
01/05/2025,2020,7,Region 6,Xylazine,12 month-ending,07/31/2020,39,
01/05/2025,2020,8,Region 6,Xylazine,12 month-ending,08/31/2020,41,
01/05/2025,2020,9,Region 6,Xylazine,12 month-ending,09/30/2020,42,
01/05/2025,2020,10,Region 6,Xylazine,12 month-ending,10/31/2020,43,
01/05/2025,2020,11,Region 6,Xylazine,12 month-ending,11/30/2020,50,
01/05/2025,2020,12,Region 6,Xylazine,12 month-ending,12/31/2020,56,
01/05/2025,2021,1,Region 6,Xylazine,12 month-ending,01/31/2021,60,
01/05/2025,2021,2,Region 6,Xylazine,12 month-ending,02/28/2021,62,
01/05/2025,2021,3,Region 6,Xylazine,12 month-ending,03/31/2021,70,
01/05/2025,2021,4,Region 6,Xylazine,12 month-ending,04/30/2021,74,
01/05/2025,2021,5,Region 6,Xylazine,12 month-ending,05/31/2021,78,
01/05/2025,2021,6,Region 6,Xylazine,12 month-ending,06/30/2021,76,
01/05/2025,2021,7,Region 6,Xylazine,12 month-ending,07/31/2021,81,
01/05/2025,2021,8,Region 6,Xylazine,12 month-ending,08/31/2021,81,
01/05/2025,2021,9,Region 6,Xylazine,12 month-ending,09/30/2021,86,
01/05/2025,2021,10,Region 6,Xylazine,12 month-ending,10/31/2021,91,
01/05/2025,2021,11,Region 6,Xylazine,12 month-ending,11/30/2021,91,
01/05/2025,2021,12,Region 6,Xylazine,12 month-ending,12/31/2021,89,
01/05/2025,2022,1,Region 6,Xylazine,12 month-ending,01/31/2022,85,
01/05/2025,2022,2,Region 6,Xylazine,12 month-ending,02/28/2022,81,
01/05/2025,2022,3,Region 6,Xylazine,12 month-ending,03/31/2022,82,
01/05/2025,2022,4,Region 6,Xylazine,12 month-ending,04/30/2022,81,
01/05/2025,2022,5,Region 6,Xylazine,12 month-ending,05/31/2022,82,
01/05/2025,2022,6,Region 6,Xylazine,12 month-ending,06/30/2022,81,
01/05/2025,2022,7,Region 6,Xylazine,12 month-ending,07/31/2022,85,
01/05/2025,2022,8,Region 6,Xylazine,12 month-ending,08/31/2022,89,
01/05/2025,2022,9,Region 6,Xylazine,12 month-ending,09/30/2022,83,
01/05/2025,2022,10,Region 6,Xylazine,12 month-ending,10/31/2022,87,
01/05/2025,2022,11,Region 6,Xylazine,12 month-ending,11/30/2022,88,
01/05/2025,2022,12,Region 6,Xylazine,12 month-ending,12/31/2022,84,
01/05/2025,2023,1,Region 6,Xylazine,12 month-ending,01/31/2023,88,
01/05/2025,2023,2,Region 6,Xylazine,12 month-ending,02/28/2023,95,
01/05/2025,2023,3,Region 6,Xylazine,12 month-ending,03/31/2023,93,
01/05/2025,2023,4,Region 6,Xylazine,12 month-ending,04/30/2023,86,
01/05/2025,2023,5,Region 6,Xylazine,12 month-ending,05/31/2023,83,
01/05/2025,2023,6,Region 6,Xylazine,12 month-ending,06/30/2023,86,
01/05/2025,2023,7,Region 6,Xylazine,12 month-ending,07/31/2023,84,
01/05/2025,2023,8,Region 6,Xylazine,12 month-ending,08/31/2023,82,
01/05/2025,2023,9,Region 6,Xylazine,12 month-ending,09/30/2023,84,
01/05/2025,2023,10,Region 6,Xylazine,12 month-ending,10/31/2023,79,
01/05/2025,2023,11,Region 6,Xylazine,12 month-ending,11/30/2023,76,
01/05/2025,2023,12,Region 6,Xylazine,12 month-ending,12/31/2023,79,
01/05/2025,2024,1,Region 6,Xylazine,12 month-ending,01/31/2024,76,
01/05/2025,2024,2,Region 6,Xylazine,12 month-ending,02/29/2024,72,
01/05/2025,2024,3,Region 6,Xylazine,12 month-ending,03/31/2024,70,
01/05/2025,2024,4,Region 6,Xylazine,12 month-ending,04/30/2024,75,
01/05/2025,2024,5,Region 6,Xylazine,12 month-ending,05/31/2024,80,
01/05/2025,2024,6,Region 6,Xylazine,12 month-ending,06/30/2024,81,
01/05/2025,2019,1,Region 7,Xylazine,12 month-ending,01/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,2,Region 7,Xylazine,12 month-ending,02/28/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,3,Region 7,Xylazine,12 month-ending,03/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,4,Region 7,Xylazine,12 month-ending,04/30/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,5,Region 7,Xylazine,12 month-ending,05/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,6,Region 7,Xylazine,12 month-ending,06/30/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,7,Region 7,Xylazine,12 month-ending,07/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,8,Region 7,Xylazine,12 month-ending,08/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,9,Region 7,Xylazine,12 month-ending,09/30/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,10,Region 7,Xylazine,12 month-ending,10/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,11,Region 7,Xylazine,12 month-ending,11/30/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2019,12,Region 7,Xylazine,12 month-ending,12/31/2019,,Death counts between 1-9 are suppressed.
01/05/2025,2020,1,Region 7,Xylazine,12 month-ending,01/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,2,Region 7,Xylazine,12 month-ending,02/29/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,3,Region 7,Xylazine,12 month-ending,03/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,4,Region 7,Xylazine,12 month-ending,04/30/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,5,Region 7,Xylazine,12 month-ending,05/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,6,Region 7,Xylazine,12 month-ending,06/30/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,7,Region 7,Xylazine,12 month-ending,07/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,8,Region 7,Xylazine,12 month-ending,08/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,9,Region 7,Xylazine,12 month-ending,09/30/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,10,Region 7,Xylazine,12 month-ending,10/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,11,Region 7,Xylazine,12 month-ending,11/30/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,12,Region 7,Xylazine,12 month-ending,12/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2021,1,Region 7,Xylazine,12 month-ending,01/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,2,Region 7,Xylazine,12 month-ending,02/28/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,3,Region 7,Xylazine,12 month-ending,03/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,4,Region 7,Xylazine,12 month-ending,04/30/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,5,Region 7,Xylazine,12 month-ending,05/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,6,Region 7,Xylazine,12 month-ending,06/30/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,7,Region 7,Xylazine,12 month-ending,07/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,8,Region 7,Xylazine,12 month-ending,08/31/2021,13,
01/05/2025,2021,9,Region 7,Xylazine,12 month-ending,09/30/2021,24,
01/05/2025,2021,10,Region 7,Xylazine,12 month-ending,10/31/2021,34,
01/05/2025,2021,11,Region 7,Xylazine,12 month-ending,11/30/2021,43,
01/05/2025,2021,12,Region 7,Xylazine,12 month-ending,12/31/2021,48,
01/05/2025,2022,1,Region 7,Xylazine,12 month-ending,01/31/2022,56,
01/05/2025,2022,2,Region 7,Xylazine,12 month-ending,02/28/2022,65,
01/05/2025,2022,3,Region 7,Xylazine,12 month-ending,03/31/2022,72,
01/05/2025,2022,4,Region 7,Xylazine,12 month-ending,04/30/2022,87,
01/05/2025,2022,5,Region 7,Xylazine,12 month-ending,05/31/2022,98,
01/05/2025,2022,6,Region 7,Xylazine,12 month-ending,06/30/2022,111,
01/05/2025,2022,7,Region 7,Xylazine,12 month-ending,07/31/2022,124,
01/05/2025,2022,8,Region 7,Xylazine,12 month-ending,08/31/2022,128,
01/05/2025,2022,9,Region 7,Xylazine,12 month-ending,09/30/2022,126,
01/05/2025,2022,10,Region 7,Xylazine,12 month-ending,10/31/2022,128,
01/05/2025,2022,11,Region 7,Xylazine,12 month-ending,11/30/2022,127,
01/05/2025,2022,12,Region 7,Xylazine,12 month-ending,12/31/2022,137,
01/05/2025,2023,1,Region 7,Xylazine,12 month-ending,01/31/2023,147,
01/05/2025,2023,2,Region 7,Xylazine,12 month-ending,02/28/2023,149,
01/05/2025,2023,3,Region 7,Xylazine,12 month-ending,03/31/2023,165,
01/05/2025,2023,4,Region 7,Xylazine,12 month-ending,04/30/2023,176,
01/05/2025,2023,5,Region 7,Xylazine,12 month-ending,05/31/2023,191,
01/05/2025,2023,6,Region 7,Xylazine,12 month-ending,06/30/2023,199,
01/05/2025,2023,7,Region 7,Xylazine,12 month-ending,07/31/2023,207,
01/05/2025,2023,8,Region 7,Xylazine,12 month-ending,08/31/2023,213,
01/05/2025,2023,9,Region 7,Xylazine,12 month-ending,09/30/2023,229,
01/05/2025,2023,10,Region 7,Xylazine,12 month-ending,10/31/2023,230,
01/05/2025,2023,11,Region 7,Xylazine,12 month-ending,11/30/2023,243,
01/05/2025,2023,12,Region 7,Xylazine,12 month-ending,12/31/2023,245,
01/05/2025,2024,1,Region 7,Xylazine,12 month-ending,01/31/2024,249,
01/05/2025,2024,2,Region 7,Xylazine,12 month-ending,02/29/2024,261,
01/05/2025,2024,3,Region 7,Xylazine,12 month-ending,03/31/2024,264,
01/05/2025,2024,4,Region 7,Xylazine,12 month-ending,04/30/2024,255,
01/05/2025,2024,5,Region 7,Xylazine,12 month-ending,05/31/2024,253,
01/05/2025,2024,6,Region 7,Xylazine,12 month-ending,06/30/2024,252,
01/05/2025,2019,1,Region 8,Xylazine,12 month-ending,01/31/2019,19,
01/05/2025,2019,2,Region 8,Xylazine,12 month-ending,02/28/2019,21,
01/05/2025,2019,3,Region 8,Xylazine,12 month-ending,03/31/2019,22,
01/05/2025,2019,4,Region 8,Xylazine,12 month-ending,04/30/2019,19,
01/05/2025,2019,5,Region 8,Xylazine,12 month-ending,05/31/2019,21,
01/05/2025,2019,6,Region 8,Xylazine,12 month-ending,06/30/2019,20,
01/05/2025,2019,7,Region 8,Xylazine,12 month-ending,07/31/2019,22,
01/05/2025,2019,8,Region 8,Xylazine,12 month-ending,08/31/2019,21,
01/05/2025,2019,9,Region 8,Xylazine,12 month-ending,09/30/2019,24,
01/05/2025,2019,10,Region 8,Xylazine,12 month-ending,10/31/2019,23,
01/05/2025,2019,11,Region 8,Xylazine,12 month-ending,11/30/2019,22,
01/05/2025,2019,12,Region 8,Xylazine,12 month-ending,12/31/2019,25,
01/05/2025,2020,1,Region 8,Xylazine,12 month-ending,01/31/2020,27,
01/05/2025,2020,2,Region 8,Xylazine,12 month-ending,02/29/2020,25,
01/05/2025,2020,3,Region 8,Xylazine,12 month-ending,03/31/2020,22,
01/05/2025,2020,4,Region 8,Xylazine,12 month-ending,04/30/2020,24,
01/05/2025,2020,5,Region 8,Xylazine,12 month-ending,05/31/2020,23,
01/05/2025,2020,6,Region 8,Xylazine,12 month-ending,06/30/2020,23,
01/05/2025,2020,7,Region 8,Xylazine,12 month-ending,07/31/2020,21,
01/05/2025,2020,8,Region 8,Xylazine,12 month-ending,08/31/2020,20,
01/05/2025,2020,9,Region 8,Xylazine,12 month-ending,09/30/2020,16,
01/05/2025,2020,10,Region 8,Xylazine,12 month-ending,10/31/2020,18,
01/05/2025,2020,11,Region 8,Xylazine,12 month-ending,11/30/2020,19,
01/05/2025,2020,12,Region 8,Xylazine,12 month-ending,12/31/2020,18,
01/05/2025,2021,1,Region 8,Xylazine,12 month-ending,01/31/2021,17,
01/05/2025,2021,2,Region 8,Xylazine,12 month-ending,02/28/2021,16,
01/05/2025,2021,3,Region 8,Xylazine,12 month-ending,03/31/2021,20,
01/05/2025,2021,4,Region 8,Xylazine,12 month-ending,04/30/2021,18,
01/05/2025,2021,5,Region 8,Xylazine,12 month-ending,05/31/2021,20,
01/05/2025,2021,6,Region 8,Xylazine,12 month-ending,06/30/2021,20,
01/05/2025,2021,7,Region 8,Xylazine,12 month-ending,07/31/2021,21,
01/05/2025,2021,8,Region 8,Xylazine,12 month-ending,08/31/2021,21,
01/05/2025,2021,9,Region 8,Xylazine,12 month-ending,09/30/2021,23,
01/05/2025,2021,10,Region 8,Xylazine,12 month-ending,10/31/2021,22,
01/05/2025,2021,11,Region 8,Xylazine,12 month-ending,11/30/2021,22,
01/05/2025,2021,12,Region 8,Xylazine,12 month-ending,12/31/2021,22,
01/05/2025,2022,1,Region 8,Xylazine,12 month-ending,01/31/2022,22,
01/05/2025,2022,2,Region 8,Xylazine,12 month-ending,02/28/2022,24,
01/05/2025,2022,3,Region 8,Xylazine,12 month-ending,03/31/2022,20,
01/05/2025,2022,4,Region 8,Xylazine,12 month-ending,04/30/2022,23,
01/05/2025,2022,5,Region 8,Xylazine,12 month-ending,05/31/2022,22,
01/05/2025,2022,6,Region 8,Xylazine,12 month-ending,06/30/2022,25,
01/05/2025,2022,7,Region 8,Xylazine,12 month-ending,07/31/2022,21,
01/05/2025,2022,8,Region 8,Xylazine,12 month-ending,08/31/2022,21,
01/05/2025,2022,9,Region 8,Xylazine,12 month-ending,09/30/2022,22,
01/05/2025,2022,10,Region 8,Xylazine,12 month-ending,10/31/2022,26,
01/05/2025,2022,11,Region 8,Xylazine,12 month-ending,11/30/2022,29,
01/05/2025,2022,12,Region 8,Xylazine,12 month-ending,12/31/2022,33,
01/05/2025,2023,1,Region 8,Xylazine,12 month-ending,01/31/2023,33,
01/05/2025,2023,2,Region 8,Xylazine,12 month-ending,02/28/2023,33,
01/05/2025,2023,3,Region 8,Xylazine,12 month-ending,03/31/2023,32,
01/05/2025,2023,4,Region 8,Xylazine,12 month-ending,04/30/2023,31,
01/05/2025,2023,5,Region 8,Xylazine,12 month-ending,05/31/2023,32,
01/05/2025,2023,6,Region 8,Xylazine,12 month-ending,06/30/2023,30,
01/05/2025,2023,7,Region 8,Xylazine,12 month-ending,07/31/2023,31,
01/05/2025,2023,8,Region 8,Xylazine,12 month-ending,08/31/2023,36,
01/05/2025,2023,9,Region 8,Xylazine,12 month-ending,09/30/2023,36,
01/05/2025,2023,10,Region 8,Xylazine,12 month-ending,10/31/2023,34,
01/05/2025,2023,11,Region 8,Xylazine,12 month-ending,11/30/2023,30,
01/05/2025,2023,12,Region 8,Xylazine,12 month-ending,12/31/2023,28,
01/05/2025,2024,1,Region 8,Xylazine,12 month-ending,01/31/2024,34,
01/05/2025,2024,2,Region 8,Xylazine,12 month-ending,02/29/2024,34,
01/05/2025,2024,3,Region 8,Xylazine,12 month-ending,03/31/2024,37,
01/05/2025,2024,4,Region 8,Xylazine,12 month-ending,04/30/2024,38,
01/05/2025,2024,5,Region 8,Xylazine,12 month-ending,05/31/2024,39,
01/05/2025,2024,6,Region 8,Xylazine,12 month-ending,06/30/2024,42,
01/05/2025,2019,1,Region 9,Xylazine,12 month-ending,01/31/2019,47,
01/05/2025,2019,2,Region 9,Xylazine,12 month-ending,02/28/2019,47,
01/05/2025,2019,3,Region 9,Xylazine,12 month-ending,03/31/2019,47,
01/05/2025,2019,4,Region 9,Xylazine,12 month-ending,04/30/2019,50,
01/05/2025,2019,5,Region 9,Xylazine,12 month-ending,05/31/2019,48,
01/05/2025,2019,6,Region 9,Xylazine,12 month-ending,06/30/2019,53,
01/05/2025,2019,7,Region 9,Xylazine,12 month-ending,07/31/2019,52,
01/05/2025,2019,8,Region 9,Xylazine,12 month-ending,08/31/2019,53,
01/05/2025,2019,9,Region 9,Xylazine,12 month-ending,09/30/2019,50,
01/05/2025,2019,10,Region 9,Xylazine,12 month-ending,10/31/2019,53,
01/05/2025,2019,11,Region 9,Xylazine,12 month-ending,11/30/2019,54,
01/05/2025,2019,12,Region 9,Xylazine,12 month-ending,12/31/2019,55,
01/05/2025,2020,1,Region 9,Xylazine,12 month-ending,01/31/2020,64,
01/05/2025,2020,2,Region 9,Xylazine,12 month-ending,02/29/2020,69,
01/05/2025,2020,3,Region 9,Xylazine,12 month-ending,03/31/2020,67,
01/05/2025,2020,4,Region 9,Xylazine,12 month-ending,04/30/2020,66,
01/05/2025,2020,5,Region 9,Xylazine,12 month-ending,05/31/2020,67,
01/05/2025,2020,6,Region 9,Xylazine,12 month-ending,06/30/2020,63,
01/05/2025,2020,7,Region 9,Xylazine,12 month-ending,07/31/2020,64,
01/05/2025,2020,8,Region 9,Xylazine,12 month-ending,08/31/2020,64,
01/05/2025,2020,9,Region 9,Xylazine,12 month-ending,09/30/2020,65,
01/05/2025,2020,10,Region 9,Xylazine,12 month-ending,10/31/2020,63,
01/05/2025,2020,11,Region 9,Xylazine,12 month-ending,11/30/2020,66,
01/05/2025,2020,12,Region 9,Xylazine,12 month-ending,12/31/2020,68,
01/05/2025,2021,1,Region 9,Xylazine,12 month-ending,01/31/2021,63,
01/05/2025,2021,2,Region 9,Xylazine,12 month-ending,02/28/2021,66,
01/05/2025,2021,3,Region 9,Xylazine,12 month-ending,03/31/2021,69,
01/05/2025,2021,4,Region 9,Xylazine,12 month-ending,04/30/2021,70,
01/05/2025,2021,5,Region 9,Xylazine,12 month-ending,05/31/2021,70,
01/05/2025,2021,6,Region 9,Xylazine,12 month-ending,06/30/2021,72,
01/05/2025,2021,7,Region 9,Xylazine,12 month-ending,07/31/2021,70,
01/05/2025,2021,8,Region 9,Xylazine,12 month-ending,08/31/2021,70,
01/05/2025,2021,9,Region 9,Xylazine,12 month-ending,09/30/2021,70,
01/05/2025,2021,10,Region 9,Xylazine,12 month-ending,10/31/2021,73,
01/05/2025,2021,11,Region 9,Xylazine,12 month-ending,11/30/2021,70,
01/05/2025,2021,12,Region 9,Xylazine,12 month-ending,12/31/2021,69,
01/05/2025,2022,1,Region 9,Xylazine,12 month-ending,01/31/2022,70,
01/05/2025,2022,2,Region 9,Xylazine,12 month-ending,02/28/2022,64,
01/05/2025,2022,3,Region 9,Xylazine,12 month-ending,03/31/2022,61,
01/05/2025,2022,4,Region 9,Xylazine,12 month-ending,04/30/2022,61,
01/05/2025,2022,5,Region 9,Xylazine,12 month-ending,05/31/2022,58,
01/05/2025,2022,6,Region 9,Xylazine,12 month-ending,06/30/2022,65,
01/05/2025,2022,7,Region 9,Xylazine,12 month-ending,07/31/2022,68,
01/05/2025,2022,8,Region 9,Xylazine,12 month-ending,08/31/2022,73,
01/05/2025,2022,9,Region 9,Xylazine,12 month-ending,09/30/2022,75,
01/05/2025,2022,10,Region 9,Xylazine,12 month-ending,10/31/2022,70,
01/05/2025,2022,11,Region 9,Xylazine,12 month-ending,11/30/2022,78,
01/05/2025,2022,12,Region 9,Xylazine,12 month-ending,12/31/2022,84,
01/05/2025,2023,1,Region 9,Xylazine,12 month-ending,01/31/2023,85,
01/05/2025,2023,2,Region 9,Xylazine,12 month-ending,02/28/2023,84,
01/05/2025,2023,3,Region 9,Xylazine,12 month-ending,03/31/2023,87,
01/05/2025,2023,4,Region 9,Xylazine,12 month-ending,04/30/2023,94,
01/05/2025,2023,5,Region 9,Xylazine,12 month-ending,05/31/2023,101,
01/05/2025,2023,6,Region 9,Xylazine,12 month-ending,06/30/2023,96,
01/05/2025,2023,7,Region 9,Xylazine,12 month-ending,07/31/2023,113,
01/05/2025,2023,8,Region 9,Xylazine,12 month-ending,08/31/2023,120,
01/05/2025,2023,9,Region 9,Xylazine,12 month-ending,09/30/2023,125,
01/05/2025,2023,10,Region 9,Xylazine,12 month-ending,10/31/2023,137,
01/05/2025,2023,11,Region 9,Xylazine,12 month-ending,11/30/2023,139,
01/05/2025,2023,12,Region 9,Xylazine,12 month-ending,12/31/2023,140,
01/05/2025,2024,1,Region 9,Xylazine,12 month-ending,01/31/2024,145,
01/05/2025,2024,2,Region 9,Xylazine,12 month-ending,02/29/2024,151,
01/05/2025,2024,3,Region 9,Xylazine,12 month-ending,03/31/2024,161,
01/05/2025,2024,4,Region 9,Xylazine,12 month-ending,04/30/2024,164,
01/05/2025,2024,5,Region 9,Xylazine,12 month-ending,05/31/2024,175,
01/05/2025,2024,6,Region 9,Xylazine,12 month-ending,06/30/2024,186,
01/05/2025,2019,1,Region 10,Xylazine,12 month-ending,01/31/2019,11,
01/05/2025,2019,2,Region 10,Xylazine,12 month-ending,02/28/2019,11,
01/05/2025,2019,3,Region 10,Xylazine,12 month-ending,03/31/2019,12,
01/05/2025,2019,4,Region 10,Xylazine,12 month-ending,04/30/2019,13,
01/05/2025,2019,5,Region 10,Xylazine,12 month-ending,05/31/2019,13,
01/05/2025,2019,6,Region 10,Xylazine,12 month-ending,06/30/2019,14,
01/05/2025,2019,7,Region 10,Xylazine,12 month-ending,07/31/2019,15,
01/05/2025,2019,8,Region 10,Xylazine,12 month-ending,08/31/2019,15,
01/05/2025,2019,9,Region 10,Xylazine,12 month-ending,09/30/2019,15,
01/05/2025,2019,10,Region 10,Xylazine,12 month-ending,10/31/2019,14,
01/05/2025,2019,11,Region 10,Xylazine,12 month-ending,11/30/2019,16,
01/05/2025,2019,12,Region 10,Xylazine,12 month-ending,12/31/2019,16,
01/05/2025,2020,1,Region 10,Xylazine,12 month-ending,01/31/2020,16,
01/05/2025,2020,2,Region 10,Xylazine,12 month-ending,02/29/2020,15,
01/05/2025,2020,3,Region 10,Xylazine,12 month-ending,03/31/2020,12,
01/05/2025,2020,4,Region 10,Xylazine,12 month-ending,04/30/2020,12,
01/05/2025,2020,5,Region 10,Xylazine,12 month-ending,05/31/2020,12,
01/05/2025,2020,6,Region 10,Xylazine,12 month-ending,06/30/2020,11,
01/05/2025,2020,7,Region 10,Xylazine,12 month-ending,07/31/2020,11,
01/05/2025,2020,8,Region 10,Xylazine,12 month-ending,08/31/2020,,Death counts between 1-9 are suppressed.
01/05/2025,2020,9,Region 10,Xylazine,12 month-ending,09/30/2020,10,
01/05/2025,2020,10,Region 10,Xylazine,12 month-ending,10/31/2020,13,
01/05/2025,2020,11,Region 10,Xylazine,12 month-ending,11/30/2020,11,
01/05/2025,2020,12,Region 10,Xylazine,12 month-ending,12/31/2020,10,
01/05/2025,2021,1,Region 10,Xylazine,12 month-ending,01/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,2,Region 10,Xylazine,12 month-ending,02/28/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,3,Region 10,Xylazine,12 month-ending,03/31/2021,12,
01/05/2025,2021,4,Region 10,Xylazine,12 month-ending,04/30/2021,13,
01/05/2025,2021,5,Region 10,Xylazine,12 month-ending,05/31/2021,15,
01/05/2025,2021,6,Region 10,Xylazine,12 month-ending,06/30/2021,17,
01/05/2025,2021,7,Region 10,Xylazine,12 month-ending,07/31/2021,17,
01/05/2025,2021,8,Region 10,Xylazine,12 month-ending,08/31/2021,19,
01/05/2025,2021,9,Region 10,Xylazine,12 month-ending,09/30/2021,18,
01/05/2025,2021,10,Region 10,Xylazine,12 month-ending,10/31/2021,15,
01/05/2025,2021,11,Region 10,Xylazine,12 month-ending,11/30/2021,16,
01/05/2025,2021,12,Region 10,Xylazine,12 month-ending,12/31/2021,19,
01/05/2025,2022,1,Region 10,Xylazine,12 month-ending,01/31/2022,20,
01/05/2025,2022,2,Region 10,Xylazine,12 month-ending,02/28/2022,21,
01/05/2025,2022,3,Region 10,Xylazine,12 month-ending,03/31/2022,19,
01/05/2025,2022,4,Region 10,Xylazine,12 month-ending,04/30/2022,19,
01/05/2025,2022,5,Region 10,Xylazine,12 month-ending,05/31/2022,17,
01/05/2025,2022,6,Region 10,Xylazine,12 month-ending,06/30/2022,16,
01/05/2025,2022,7,Region 10,Xylazine,12 month-ending,07/31/2022,20,
01/05/2025,2022,8,Region 10,Xylazine,12 month-ending,08/31/2022,19,
01/05/2025,2022,9,Region 10,Xylazine,12 month-ending,09/30/2022,21,
01/05/2025,2022,10,Region 10,Xylazine,12 month-ending,10/31/2022,22,
01/05/2025,2022,11,Region 10,Xylazine,12 month-ending,11/30/2022,26,
01/05/2025,2022,12,Region 10,Xylazine,12 month-ending,12/31/2022,23,
01/05/2025,2023,1,Region 10,Xylazine,12 month-ending,01/31/2023,24,
01/05/2025,2023,2,Region 10,Xylazine,12 month-ending,02/28/2023,25,
01/05/2025,2023,3,Region 10,Xylazine,12 month-ending,03/31/2023,27,
01/05/2025,2023,4,Region 10,Xylazine,12 month-ending,04/30/2023,27,
01/05/2025,2023,5,Region 10,Xylazine,12 month-ending,05/31/2023,32,
01/05/2025,2023,6,Region 10,Xylazine,12 month-ending,06/30/2023,38,
01/05/2025,2023,7,Region 10,Xylazine,12 month-ending,07/31/2023,36,
01/05/2025,2023,8,Region 10,Xylazine,12 month-ending,08/31/2023,41,
01/05/2025,2023,9,Region 10,Xylazine,12 month-ending,09/30/2023,43,
01/05/2025,2023,10,Region 10,Xylazine,12 month-ending,10/31/2023,49,
01/05/2025,2023,11,Region 10,Xylazine,12 month-ending,11/30/2023,49,
01/05/2025,2023,12,Region 10,Xylazine,12 month-ending,12/31/2023,59,
01/05/2025,2024,1,Region 10,Xylazine,12 month-ending,01/31/2024,61,
01/05/2025,2024,2,Region 10,Xylazine,12 month-ending,02/29/2024,70,
